"Gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"UPK3A",4.72638614914842,-1.02081659036185,0.365029576053756,-2.79653117809698,0.00516544268355289,0.014506027952166
"BAIAP2L2",2.72745188382648,-1.45350330301583,0.52028077505544,-2.7936902009515,0.00521103742507505,0.0146076508574003
"CPA3",9.43729883185609,1.34052128372953,0.480283541555744,2.79110393703538,0.00525286013351771,0.0146954089568811
"VEGFB",5.85658148417896,1.36634221143838,0.489868795652733,2.78920034009878,0.00528383684543187,0.0147690611519389
"MTND6P15",4.31900979070988,1.09157321914863,0.392193308905234,2.78325303966975,0.00538168156393522,0.0150020412285857
"MUC12",6.82267741475485,-2.01843610494456,0.727587114015075,-2.77415042963879,0.00553460794777331,0.0153676426332397
"ACHE",8.60136078329153,-1.22328141090062,0.44280279910078,-2.76258734900682,0.00573452153616393,0.0158490416326126
"PIGFP2",3.33032373761379,1.19775665019737,0.434128516048318,2.75899095756258,0.00579801392810211,0.015981850215097
"FOXO4",109.697009285492,-1.01341320459288,0.368373334071365,-2.75104930477013,0.0059404701441646,0.016313703560036
"PDIA6",14.4358863991168,1.69424639577876,0.622942235536702,2.71974879712413,0.00653315265084245,0.0177374123464995
"TBX1",5.51956927790513,-1.11560858954283,0.410767284104246,-2.71591393159662,0.00660930976872953,0.0179034809454053
"NOVA2",4.10679659816208,1.09680024027928,0.404040693835507,2.71457864767901,0.00663601413638612,0.0179695485691781
"ZNF217",158.500732456332,1.21001512588368,0.450114076773534,2.68824102226973,0.00718295294284405,0.0192358934707726
"TSPAN6",7.62915659695124,1.15625794521244,0.433794346196379,2.66545185604841,0.00768849395392879,0.0203858001404802
"ZACN",42.080416999411,-1.12941115950726,0.424531785592463,-2.66036890013099,0.0078055107649594,0.0206713569243603
"ZFYVE9",4.17171909077318,1.55707888055398,0.585909660114723,2.65754089162671,0.00787130407322871,0.0208136475383212
"SKIDA1",8.99932367583239,-1.02648165061652,0.386779739555675,-2.65391783911878,0.00795631968526072,0.0209955431259421
"IGLV5-45",2.48556022374882,-1.47059577292438,0.555943533844456,-2.64522506945072,0.00816365970285488,0.0214806209466578
"ZNF469",9.46309207328988,4.13776717742893,1.56427687479306,2.64516291463832,0.0081651594721117,0.0214809269948286
"H2BC19P",1.97337881047589,-3.85520281117341,1.45919942816087,-2.64199857591254,0.00824184024110836,0.0216533085319272
"ATP10A",8.9516174518128,-1.89490573240256,0.72344310694933,-2.61928783922366,0.00881135636939247,0.0229669179700448
"TEKT4",3.62007467037083,-1.49069796027876,0.569845240813649,-2.61596983445941,0.00889744177351202,0.0231757387044659
"MTND4P12",12.4228201335953,1.08229367018823,0.414954478315308,2.60822265271671,0.0091013732885076,0.0236553436643216
"CCNG1P1",2.69051548329413,1.34019215560305,0.515817517708179,2.59819046386334,0.00937164958796017,0.0242119140020395
"METTL27",3.48321364993913,-1.08327330072469,0.419593045589185,-2.58172367753039,0.00983082624123354,0.0251969691395895
"NETO2",5.92265062467642,1.01686557795742,0.394644364605401,2.57666311534479,0.00997591247052757,0.0255056797184063
"SLC17A6",2.23931335799985,1.02983664740469,0.400013573303815,2.57450425719058,0.0100383851171863,0.025648511718702
"BMS1P2",7.78286176359733,1.02528537553758,0.398743500080482,2.57129050462424,0.0101320295664988,0.0258282750088699
"CLEC18B",3.04963292617711,1.17420664822432,0.457006760972078,2.56934196274628,0.0101891855098623,0.0259368847592934
"JRK",31.5978865051049,1.69030971532313,0.658789929794217,2.56577952831052,0.0102944237710787,0.0261777788885585
"IGFALS",2.37295373815189,-1.60317939488685,0.629535786693538,-2.54660565574373,0.0108776277252622,0.0274505140271984
"SLC12A1",272.928084329135,1.6796083900106,0.661918724186433,2.53748432947718,0.0111652366640583,0.0280567453767329
"PMS2P10",3.90777261206368,1.49937641218365,0.591990644311272,2.53277045269531,0.0113165033137921,0.0283817391299064
"ISG15",146.307080031124,-1.05295477074644,0.415756768304535,-2.53262207862643,0.0113212939826727,0.0283891685511885
"BRPF1",26.4753107241489,-1.90331244660724,0.756997159948571,-2.51429271773826,0.0119271392626276,0.0296841213776013
"MTRFR",6.61835859119791,1.00134537554122,0.398910699186321,2.51019934432371,0.0120663024146131,0.0300044772270394
"CWF19L2",14.3671669906241,1.53788197955433,0.613245628033895,2.50777487722967,0.0121494044178048,0.0301685274900456
"IGHV1-69D",17.0595546306774,-1.04771371402012,0.417981726323497,-2.50660171973462,0.0121897978206201,0.0302543143799183
"SLC6A19",4.94480054463147,-1.44970483838247,0.578452749814405,-2.50617676006832,0.0122044590923027,0.0302858616471447
"DGKK",7.21357428829102,-1.17536649953355,0.474206178903988,-2.47859802723389,0.0131899861224595,0.0322419575761066
"RAPGEF5",3.57199532579834,1.08064271665637,0.442204282987947,2.4437635686261,0.0145349483735049,0.0350006425861369
"POLH",2.88381243452068,-1.93609982724806,0.794426573819703,-2.43710355500704,0.01480543877947,0.0355147018711496
"IGKV1-12",5.76797446889651,-1.05687455631404,0.434985993486606,-2.42967491399601,0.0151123708932493,0.0360983483617693
"SLC26A5",2.05305178700856,1.12507515649494,0.463895203418201,2.42527870132059,0.0152966385680975,0.0364672051353985
"SCARF2",11.2678583555234,-1.10352249520467,0.455362647559787,-2.42339265444424,0.0153762968451316,0.036606525776504
"CHPF",9.66419737976415,-1.14226636252958,0.472866797864305,-2.41561972142811,0.0157084574567612,0.0372592115388546
"SRGAP2C",21.2263061133758,-1.14782748546274,0.477791523655194,-2.40236050376459,0.0162896461124858,0.0384391086912716
"DPY19L1",19.1365989754661,1.00671343399591,0.422471165528001,2.38291631746685,0.0171760983012126,0.0401988577266462
"MPV17L2",3.87962585518246,-1.10897860261268,0.467437563743106,-2.37246359435108,0.0176699043751051,0.0412014724781885
"NAMPTP1",89.671202795856,1.05396294093476,0.445258558175381,2.36708070307235,0.0179290227810085,0.0417367221470344
"TNFRSF6B",5.83648157435162,-1.1746606987665,0.498424474202141,-2.35674763091611,0.0184357712023049,0.0427688957803956
"ATAD3A",6.84124354088919,-1.08838869101589,0.467402603818048,-2.328589276408,0.019880834701369,0.0455765126839151
"SCGB3A1",1.83690832215303,-2.061096467554,0.889512853619104,-2.31710700881741,0.0204979033150253,0.0467839107412021
"PGA4",3.57046098116076,-1.1944897321441,0.516888829397198,-2.31092193177618,0.0208371674099061,0.0474327368968791
"HDC",27.2306494989538,1.0682718045551,0.46321044163774,2.3062342912178,0.0210975444718203,0.0479480971399435
"KCNA2",5.26720232499583,-1.09215915691116,0.473594323153068,-2.30610694325862,0.0211046574453075,0.0479502511198844
"DSC2",35.571646229411,1.06775972269494,0.464957412273416,2.29646779362891,0.0216491485868854,0.0490009227563512
